method,rho_label,rho,q0,delta,true_break,qhat,estimated_break,break_abs_error,el_stat,p_value,reject_5,feasible,score,score_variance,rss,strength,score_gap_stable_minus_estimated,rep,T,K,min_size,grid_step,penalty
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.1349624976496229,0.28671929914918304,False,True,-0.6384658573288559,0.35862445741190496,226.9662207600577,0.41194027688842033,0.8075035807856319,199,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.03321278094045799,0.8553914477859487,False,True,0.08221219694834478,0.2055894338899929,353.0315076380108,0.17200144079787524,1.2861729056428612,200,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,8.060243522223796,0.004524710173270496,True,True,-1.2039607086945165,0.1939066796254452,228.18980281497915,0.14639127518894277,1.2861729056428612,200,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,8.060243522223796,0.004524710173270496,True,True,-1.2039607086945165,0.1939066796254452,228.18980281497915,0.14639127518894277,1.2861729056428612,200,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,14.862646804398613,0.00011563016522453395,True,True,1.8318758252339937,0.2631023399237914,297.37491213760654,0.2418898074443974,1.8561165177952483,201,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0045536191131131405,0.9461991781097265,False,True,-0.02424069256125463,0.12906908806553846,214.5536436175213,0.19112159429956607,1.8561165177952483,201,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0045536191131131405,0.9461991781097265,False,True,-0.02424069256125463,0.12906908806553846,214.5536436175213,0.19112159429956607,1.8561165177952483,201,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,116.0,4.0,1.6251095803559932,0.20238079884807414,False,True,0.6947273467738604,0.30631971005045683,330.55778620503384,0.1928799769828563,1.4775917287219875,202,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,116.0,4.0,2.332744539431639,0.1266783539659475,False,True,-0.7365737976944163,0.23836761712060506,258.5436375556922,0.16170558309961855,1.4775917287219875,202,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,116.0,4.0,2.6491257211018437,0.1036068637458043,False,True,-0.7828643819481271,0.23750583678226087,256.6041535465067,0.16048726988630643,1.4775917287219875,202,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.862346098036697,0.01546816271703988,True,True,-2.4133173463662443,0.9652953772465293,322.681535380422,0.58687553160941,-2.5043572742349856,203,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.015149508494990305,0.9020411040064904,False,True,0.09103992786874147,0.5472892051566789,233.55301254239134,0.5063549701232338,-2.5043572742349856,203,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.015149508494990305,0.9020411040064904,False,True,0.09103992786874147,0.5472892051566789,233.55301254239134,0.5063549701232338,-2.5043572742349856,203,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,116.0,4.0,34.83649362925854,3.585885588464066e-09,True,True,-3.9648448331456523,0.5409520395049057,334.5585400714592,0.4236814298684648,-3.7905596779718618,204,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.37742075893858335,0.5389868451006175,False,True,-0.3120409405882994,0.26181358411127736,245.03862726500967,0.26628685673758207,-3.7905596779718618,204,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.12562316617139951,0.7230139688520186,False,True,-0.17428515517379048,0.2441752052646851,243.93269129485336,0.25361697034313424,-3.7905596779718618,204,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,9.489274255640119,0.0020667655823176645,True,True,1.0315304048590173,0.13850083315275383,332.6508644634282,0.11825423186494516,1.136760238467253,205,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.12916826537425144,0.7192959731933308,False,True,-0.10522983360823578,0.08669565064885493,236.6497095683634,0.103681463220917,1.136760238467253,205,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.12916826537425144,0.7192959731933308,False,True,-0.10522983360823578,0.08669565064885493,236.6497095683634,0.103681463220917,1.136760238467253,205,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.316591676647232,0.021123288744136492,True,True,0.04366178445092939,0.0006776620987118141,358.61321463962383,0.006270920605353535,0.07545957467541134,206,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.7963435172270683,0.37218885120612066,False,True,-0.03179779022448195,0.001747109286207862,259.1410905008546,0.006198204386558419,0.07545957467541134,206,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.7963435172270683,0.37218885120612066,False,True,-0.03179779022448195,0.001747109286207862,259.1410905008546,0.006198204386558419,0.07545957467541134,206,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.523181715561306,0.018766096945026955,True,True,-0.474897796862926,0.07421773176678426,378.5887667596902,0.049027618350951,-0.3734835710247708,207,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.3789600230889524,0.5381603405145245,False,True,-0.10141422583815521,0.02875685815190504,262.15777806959517,0.043620778438237855,-0.3734835710247708,207,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.3789600230889524,0.5381603405145245,False,True,-0.10141422583815521,0.02875685815190504,262.15777806959517,0.043620778438237855,-0.3734835710247708,207,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,3.2472737696329728,0.07154235983911672,False,True,-1.0804392816318333,0.4357120728866428,318.3079262257893,0.31072440571354476,0.06306474174402177,208,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.304337437412343,0.021272389018934468,True,True,-1.143504023375855,0.29957925531959356,229.37670734199492,0.30826233976315137,0.06306474174402177,208,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.304337437412343,0.021272389018934468,True,True,-1.143504023375855,0.29957925531959356,229.37670734199492,0.30826233976315137,0.06306474174402177,208,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,140.0,20.0,0.4758629316652786,0.4903022387829786,False,True,0.08076989467560038,0.013867733915497874,314.5422497272925,0.017697026940205956,0.18016801125344611,209,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,140.0,20.0,1.2239419554161313,0.2685884267122216,False,True,-0.1269443601489065,0.014735712744915317,249.87313591688286,0.01648847859869211,0.18016801125344611,209,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,140.0,20.0,0.7446878196769564,0.3881633279986739,False,True,-0.09939811657784574,0.01432483890184034,245.03739994666137,0.01676750794414176,0.18016801125344611,209,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.1464694410940177,0.2842894406223777,False,True,1.054523517082815,0.9787745586619127,343.14823182371566,0.6227954984758015,0.8705807018100103,210,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.052711943303465986,0.8184097431644525,False,True,0.1839428152728048,0.6389346977093876,228.5784653365198,0.5961451789706019,0.8705807018100103,210,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.052711943303465986,0.8184097431644525,False,True,0.1839428152728048,0.6389346977093876,228.5784653365198,0.5961451789706019,0.8705807018100103,210,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,8.35524616483288,0.0038457536381735213,True,True,2.4890146826406605,0.726213186813887,357.68858421257244,0.5425490608352374,3.5213168191298765,211,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,2.7010160089204307,0.10028432054035596,False,True,-1.0323021364892158,0.4135996319596901,266.6431613120149,0.4050810836172371,3.5213168191298765,211,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,2.7010160089204307,0.10028432054035596,False,True,-1.0323021364892158,0.4135996319596901,266.6431613120149,0.4050810836172371,3.5213168191298765,211,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,9.602044352686086,0.001943608624956239,True,True,1.1665564850754206,0.20316057577699728,328.19540658468964,0.08234260789742148,0.7675640852552859,212,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.9569559625813395,0.16183924726425702,False,True,0.3989923998201348,0.0969911309128799,206.20216000814744,0.0764848727708479,0.7675640852552859,212,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.9569559625813395,0.16183924726425702,False,True,0.3989923998201348,0.0969911309128799,206.20216000814744,0.0764848727708479,0.7675640852552859,212,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,3.2400917376190304,0.07185661462464354,False,True,0.3969493940665959,0.046045416361080095,340.9408331316179,0.04099424666816016,0.5895839608638254,213,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.3122801858765574,0.2519822299495579,False,True,-0.19263456679722943,0.03601972749897101,246.80183445111692,0.03595904840847391,0.5895839608638254,213,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.3122801858765574,0.2519822299495579,False,True,-0.19263456679722943,0.03601972749897101,246.80183445111692,0.03595904840847391,0.5895839608638254,213,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.38110658580145124,0.5370116046034994,False,True,0.044978708967386614,0.004759714791518027,364.63381125110243,0.008119957779041476,-0.02972675186740984,214,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.4275542501203973,0.23216400119925917,False,True,0.07470546083479646,0.005385534642064188,218.86285551646358,0.008046317740782967,-0.02972675186740984,214,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.4275542501203973,0.23216400119925917,False,True,0.07470546083479646,0.005385534642064188,218.86285551646358,0.008046317740782967,-0.02972675186740984,214,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,9.758828146593396,0.0017846363175765267,True,True,-1.5979560032468265,0.33752076143029996,308.5781784660851,0.2562144773001124,-1.093333622977023,215,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.2084718372456666,0.271634981924301,False,True,-0.5046223802698035,0.20772347210599032,233.43748825296,0.23795156105377216,-1.093333622977023,215,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.2084718372456666,0.271634981924301,False,True,-0.5046223802698035,0.20772347210599032,233.43748825296,0.23795156105377216,-1.093333622977023,215,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,8.496318851179595,0.0035586572967645225,True,True,1.7355889471211532,0.38790639442576774,331.0552464377854,0.4269411999728837,3.1006520887560334,216,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,6.363021002877804,0.011652298134164019,True,True,-1.3650631416348802,0.30681996060032013,241.60994455355197,0.3153871557927013,3.1006520887560334,216,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,6.363021002877804,0.011652298134164019,True,True,-1.3650631416348802,0.30681996060032013,241.60994455355197,0.3153871557927013,3.1006520887560334,216,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.4728380599096731,0.4916844175579195,False,True,0.24584588309182256,0.12810041369801567,304.42612717590816,0.06989410386603595,0.4259402532437191,217,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.3074005289354789,0.5792797224968174,False,True,-0.18009437015189653,0.11406823602240265,223.12816390405112,0.06222836178136708,0.4259402532437191,217,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.3074005289354789,0.5792797224968174,False,True,-0.18009437015189653,0.11406823602240265,223.12816390405112,0.06222836178136708,0.4259402532437191,217,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.117654176349431,0.023683611577297703,True,True,1.33705466904196,0.3401743324507045,288.24455353357155,0.30191400730118345,2.361683403665716,218,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.887542671546396,0.015248363669345566,True,True,-1.024628734623756,0.21023866400270733,196.7880574579724,0.23854476673560837,2.361683403665716,218,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.887542671546396,0.015248363669345566,True,True,-1.024628734623756,0.21023866400270733,196.7880574579724,0.23854476673560837,2.361683403665716,218,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,2.9457430285719584,0.08610409265004726,False,True,0.8284788849473045,0.2597890966459676,332.08919078552265,0.13221566437566232,0.9886463061287039,219,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.1328311107682528,0.7155145185069657,False,True,-0.16016742118139934,0.19052203697275955,240.73299800193365,0.12045485664242803,0.9886463061287039,219,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.1328311107682528,0.7155145185069657,False,True,-0.16016742118139934,0.19052203697275955,240.73299800193365,0.12045485664242803,0.9886463061287039,219,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,39.06625329703117,4.0966430248090546e-10,True,True,-6.602935254719487,1.148935642064768,304.584872479833,0.8183843889502083,-5.912782983490909,220,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.53786122697264,0.2149364381817449,False,True,-0.690152271228578,0.2889440172365961,218.6370313047313,0.40683318176231814,-5.912782983490909,220,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.53786122697264,0.2149364381817449,False,True,-0.690152271228578,0.2889440172365961,218.6370313047313,0.40683318176231814,-5.912782983490909,220,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,66.85777795755943,3.3306690738754696e-16,True,True,-8.478553189810107,1.159600595280511,313.9612921869774,0.8446218424786271,-7.484695445499556,221,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,3.097394014726389,0.07841772922929124,False,True,-0.9938577443105509,0.36088130221210596,209.70171731748877,0.2959025021640605,-7.484695445499556,221,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,3.097394014726389,0.07841772922929124,False,True,-0.9938577443105509,0.36088130221210596,209.70171731748877,0.2959025021640605,-7.484695445499556,221,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,23.75963898983843,1.0914738545197977e-06,True,True,-1.8239662595410377,0.27472309179616455,320.62242095706995,0.24936314433395446,-1.3861138950394256,222,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.2161391701934723,0.2701196743215275,False,True,-0.43785236450161213,0.16835919808380015,227.70224300561097,0.2187382550384614,-1.3861138950394256,222,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.2161391701934723,0.2701196743215275,False,True,-0.43785236450161213,0.16835919808380015,227.70224300561097,0.2187382550384614,-1.3861138950394256,222,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,132.0,12.0,1.6662501500537883,0.19676154965317916,False,True,-0.7460635545784999,0.30427111128813195,251.8022758920076,0.19696438873281968,-1.0806204541925184,223,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,132.0,12.0,0.7907368442485979,0.3738774129581034,False,True,0.43128734522000167,0.25513547931934355,203.69956905416393,0.15939930248544226,-1.0806204541925184,223,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,132.0,12.0,0.43797942003985435,0.5080993189499982,False,True,0.33455689961401835,0.27022725580985124,200.92486084718416,0.16599533147168047,-1.0806204541925184,223,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.14064985877252198,0.7076358176005144,False,True,-0.06813922564437125,0.03342494902761078,259.7191095937344,0.03099590105067701,-0.19426278764845045,224,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.4690016314392808,0.49344682362609193,False,True,0.11463604139884753,0.03249213463170813,206.24619418839035,0.030127143988846576,-0.19426278764845045,224,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.5798690906284424,0.44636363779832366,False,True,0.1261235620040792,0.0327300798549388,200.5348682678431,0.030093110607932794,-0.19426278764845045,224,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,6.248831737924286,0.012427524486788633,True,True,2.587205820223196,1.0950500055229446,372.5183431455472,0.7306129486308972,3.3263291590222557,225,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.8983167120943714,0.3432334637983533,False,True,-0.7391233387990598,0.5990737882895654,233.7389855991481,0.6307064594663349,3.3263291590222557,225,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.8983167120943714,0.3432334637983533,False,True,-0.7391233387990598,0.5990737882895654,233.7389855991481,0.6307064594663349,3.3263291590222557,225,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.7116212154105296,0.39890613250163065,False,True,0.7792904872612924,0.851338602623368,312.5580597729221,0.6568578809312278,1.135195479804722,226,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.11479140050030545,0.7347537742651348,False,True,-0.25640532187968834,0.5715539311637536,222.74804074699858,0.6271041800888688,1.135195479804722,226,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.22356489404993485,0.6363369700435453,False,True,-0.3559049925434296,0.5647971858731022,219.61382056380967,0.62669791156939,1.135195479804722,226,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,128.0,8.0,5.571288946345595,0.01825731634069727,True,True,1.11486741746948,0.2516095160624323,323.8050378397554,0.24204121537320644,1.2174654842475532,227,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,128.0,8.0,0.22499452174673418,0.6352604132357202,False,True,-0.20130314310571298,0.1799121295875514,243.27874969490074,0.20090354011884606,1.2174654842475532,227,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,128.0,8.0,0.058961803408678126,0.8081444410048946,False,True,-0.10259806677807334,0.1781656085750233,242.34499648184908,0.20967805096409778,1.2174654842475532,227,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,5.599628059454856,0.017964290928354942,True,True,0.32044620308000243,0.02939009501096815,279.13667156606357,0.02769874458354508,0.2831119096087989,228,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.09253350414130586,0.7609807036200864,False,True,0.037334293471203546,0.01578037306359138,223.6931144373004,0.026127533974428074,0.2831119096087989,228,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.09253350414130586,0.7609807036200864,False,True,0.037334293471203546,0.01578037306359138,223.6931144373004,0.026127533974428074,0.2831119096087989,228,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0020456076313867394,0.963925262196328,False,True,-0.011186199522853634,0.061588612465620717,341.78520616658693,0.06862125341870638,0.6682509453743324,229,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,8.835784958397836,0.002953805636008444,True,True,-0.679437144897186,0.09270634214254565,242.6579098831832,0.06356071029383172,0.6682509453743324,229,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,8.835784958397836,0.002953805636008444,True,True,-0.679437144897186,0.09270634214254565,242.6579098831832,0.06356071029383172,0.6682509453743324,229,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,6.180329185363313,0.012917824179893511,True,True,-0.5187681258669576,0.04752419426193164,288.5814814719875,0.05870374577405992,-0.5140960698494121,230,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0006327136817226346,0.9799322871101673,False,True,-0.004672056017545503,0.03439709466757779,216.42962523708206,0.05462109000681165,-0.5140960698494121,230,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0006327136817226346,0.9799322871101673,False,True,-0.004672056017545503,0.03439709466757779,216.42962523708206,0.05462109000681165,-0.5140960698494121,230,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,124.0,4.0,13.946500692371133,0.00018808744651666043,True,True,-2.132836442567867,0.42226934362404184,335.2813309414924,0.35087931088144514,-2.605202081604937,231,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,124.0,4.0,0.7257687040230452,0.39425816400082514,False,True,0.43254511420967895,0.26030316082279586,237.9988670638301,0.27743140692361945,-2.605202081604937,231,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,124.0,4.0,0.8673725251088593,0.3516837331752344,False,True,0.4723656390370699,0.25922103783985656,229.81801855338057,0.2819311764315791,-2.605202081604937,231,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,10.645419079258529,0.0011034387549267999,True,True,2.4310214511765196,0.5520024098705776,347.02632652366526,0.4197185894923992,3.0921293354673116,232,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.2845113918438376,0.2570619004567938,False,True,-0.6611078842907919,0.3412626905911122,247.68504882634232,0.3114599848114387,3.0921293354673116,232,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.2845113918438376,0.2570619004567938,False,True,-0.6611078842907919,0.3412626905911122,247.68504882634232,0.3114599848114387,3.0921293354673116,232,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,112.0,8.0,13.208379748267259,0.0002787002050450571,True,True,-0.22639150090268367,0.011251064332140109,317.83635923511656,0.008298664670589605,-0.11434866946982071,233,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,112.0,8.0,7.871435251859587,0.005022177580165321,True,True,-0.12150155145746684,0.00352349828064478,211.3523482106178,0.007962084066122553,-0.11434866946982071,233,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,112.0,8.0,7.391335124608774,0.006553882251628451,True,True,-0.11204283143286296,0.003047267850476294,210.58005935595304,0.00793840267303238,-0.11434866946982071,233,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,124.0,4.0,19.789505356420165,8.645607564417013e-06,True,True,2.8863311317811107,0.48926699078838587,328.92884945221283,0.415269616722788,3.092691238472409,234,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,124.0,4.0,0.019918960001697766,0.887763653227279,False,True,-0.06569844121460165,0.2170717245753179,200.4600320681096,0.3418477325793676,3.092691238472409,234,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,124.0,4.0,0.19956232850446481,0.6550743539848534,False,True,-0.20636010669129795,0.21429209136733068,200.05541356985083,0.3376943533378659,3.092691238472409,234,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,4.971212896664508,0.025772568417213315,True,True,-1.1496482740071676,0.29907908714479775,324.0177792222248,0.27613154179658167,-1.1628832344873674,235,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0008982301182546143,0.9760905901926333,False,True,0.013234960480199806,0.1949101787161148,225.00089143630674,0.2609877289909851,-1.1628832344873674,235,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.0008982301182546143,0.9760905901926333,False,True,0.013234960480199806,0.1949101787161148,225.00089143630674,0.2609877289909851,-1.1628832344873674,235,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,53.690485374498465,2.347011474057581e-13,True,True,-6.355456404627399,1.0254468361044042,355.91758580811126,0.6443955847571277,-5.540668469010284,236,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.6537640140505607,0.19844740194841326,False,True,-0.8147879356171156,0.40684101046914367,256.92144734944964,0.32157717765974253,-5.540668469010284,236,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,1.6537640140505607,0.19844740194841326,False,True,-0.8147879356171156,0.40684101046914367,256.92144734944964,0.32157717765974253,-5.540668469010284,236,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,116.0,4.0,50.270795376657006,1.3392620346053263e-12,True,True,8.25084724233408,1.4915932200234852,389.3728029908518,0.8768256477336827,8.017182766876383,237,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.001248241694982534,0.9718162316331858,False,True,-0.02093512697706668,0.35157637455279434,263.1329085100542,0.32867541531035666,8.017182766876383,237,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,116.0,4.0,0.13338196606621744,0.714950952955222,False,True,0.2336644754576979,0.4048328829521189,260.76172592275606,0.3739828927788736,8.017182766876383,237,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,4.193906782954601,0.04056950281573868,True,True,2.213244675404529,1.17119482015026,343.06722414987183,0.7642354913841702,2.5985644785592257,238,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.20308990346951156,0.6522382403242564,False,True,-0.3853198031546967,0.7345061927475364,241.87425918470643,0.6919299810990154,2.5985644785592257,238,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.20308990346951156,0.6522382403242564,False,True,-0.3853198031546967,0.7345061927475364,241.87425918470643,0.6919299810990154,2.5985644785592257,238,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,3.892246433587597,0.04850949745325406,True,True,-0.5818383376758024,0.10118791418297418,358.677600869294,0.07336479769010743,-0.7534293936481014,239,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.4894324561557882,0.4841805820175956,False,True,0.17159105597229898,0.06084344354230982,228.30528715042254,0.06826815599855965,-0.7534293936481014,239,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.4894324561557882,0.4841805820175956,False,True,0.17159105597229898,0.06084344354230982,228.30528715042254,0.06826815599855965,-0.7534293936481014,239,240,4,60,4,0.75
stable,1.00,1.0,1,1.25,120.0,1,120.0,0.0,0.09370546240871713,0.7595182450066489,False,True,-0.020939262975311703,0.0044929418036375,319.48315381506484,0.01646318711837148,-0.1884579158211999,240,240,4,60,4,0.75
oracle,1.00,1.0,1,1.25,120.0,1,120.0,0.0,7.8602563374025145,0.00505332277192172,True,True,0.16751865284588818,0.007481542708865306,231.80601297996313,0.016001590874053753,-0.1884579158211999,240,240,4,60,4,0.75
estimated,1.00,1.0,1,1.25,120.0,1,120.0,0.0,7.8602563374025145,0.00505332277192172,True,True,0.16751865284588818,0.007481542708865306,231.80601297996313,0.016001590874053753,-0.1884579158211999,240,240,4,60,4,0.75
