method,el_stat,p_value,qhat,break_dates,score,strength,rss
stable,0.06900149885790188,0.7927961820687748,0,,-0.5763593820728149,0.284702195592196,45737.564573482516
break_adaptive,0.06900149885790188,0.7927961820687748,0,,-0.5763593820728149,0.284702195592196,45737.564573482516
