DATE,PRCP_anom_mean,TAVG_anom_mean,PRCP_anom_std,TAVG_anom_std,N_stations
1990-04-02,-0.10419354838709681,-5.612903225806448,0.0,0.0,1
1990-04-03,0.4692703183912862,-3.5979367406786764,1.1203493387523382,2.847887864641465,4
1990-04-04,-0.06741935483870967,-1.4516129032258078,0.0,0.0,1
1990-04-05,-0.07625,-2.125,0.0,0.0,1
1990-04-06,-0.015161290322580644,0.7419354838709609,0.0,0.0,1
1990-04-07,-0.05709677419354839,-1.0967741935483843,0.0,0.0,1
1990-04-08,-0.08433333333333333,0.0,0.0,0.0,1
1990-04-09,-0.01032258064516129,-2.5806451612903203,0.0,0.0,1
1990-04-11,-0.006896551724137932,-0.034482758620683285,0.0,0.0,1
1990-04-12,-0.05322580645161291,0.7419354838709609,0.0,0.0,1
1990-04-13,0.4344661172161172,-0.5009157509157518,0.796036415451331,0.927165128533879,4
1990-04-14,0.0,0.8333333333333286,0.0,0.0,1
1990-04-15,-0.07903225806451614,0.8387096774193594,0.0,0.0,1
1990-04-16,-0.012,-2.9666666666666686,0.0,0.0,1
1990-04-17,-0.09166666666666666,-3.9666666666666686,0.0,0.0,1
1990-04-18,-0.054702380952380954,0.0714285714285694,0.03707253530782134,1.2555997022319265,3
1990-04-19,-0.06074170274170274,-2.5210678210678217,0.05189655191313658,1.375666056998998,3
1990-04-20,0.6254234654234654,-5.028166278166277,1.059274490160979,1.175478901149596,3
1990-04-21,-0.11606060606060606,-0.030303030303031164,0.0,0.0,1
1990-04-22,-0.032424242424242425,1.4848484848484844,0.0,0.0,1
1990-04-23,1.4365625,-5.84375,0.0,0.0,1
1990-04-24,1.032485380116959,-2.402923976608188,0.902385768506256,1.7908545870174912,3
1990-04-25,0.21387096774193548,-4.967741935483872,0.0,0.0,1
1990-04-26,0.027000000000000003,-3.5333333333333314,0.0,0.0,1
1990-04-27,-0.021290322580645157,-0.7096774193548328,0.0,0.0,1
1990-04-28,-0.07181818181818181,-0.27272727272726627,0.0,0.0,1
1990-04-29,-0.09272727272727271,-1.3030303030302974,0.0,0.0,1
1990-04-30,-0.003870967741935484,-2.1612903225806406,0.0,0.0,1
1990-05-01,0.6041379310344828,-2.4137931034482705,0.0,0.0,1
1990-05-02,-0.05814814814814815,-2.3333333333333286,0.0,0.0,1
1990-05-03,-0.09833333333333333,0.29999999999999716,0.0,0.0,1
1990-05-04,-0.05689655172413793,-7.931034482758619,0.0,0.0,1
1990-05-05,0.2768965517241379,-5.4137931034482705,0.0,0.0,1
1990-05-06,-0.0316764705882353,-5.3558823529411725,0.029240945127890768,1.3351839809463648,2
1990-05-07,0.59375,-2.1875,0.0,0.0,1
1990-05-08,-0.09064516129032257,0.48387096774193594,0.0,0.0,1
1990-05-09,0.06635442514474765,-0.40746484698097635,0.7742462000813329,2.253947389437553,3
1990-05-10,0.13297701149425287,-1.2645593869731802,0.49307316615212793,1.49219357804996,3
1990-05-11,-0.009098379629629652,-0.17418981481481666,0.3449921197664358,1.1200536335836386,6
1990-05-12,-0.10848484848484848,1.7272727272727337,0.0,0.0,1
1990-05-13,-0.13864413364413364,-1.303973803973804,0.10881611257601581,2.882505030722745,3
1990-05-14,-0.09447619047619049,-0.9674603174603172,0.16240195367612772,1.246105801054842,3
1990-05-15,-0.20189583333333333,-6.24583333333333,0.026545967077044964,0.5362226423998032,2
1990-05-16,0.9541935483870969,-2.967741935483872,0.0,0.0,1
1990-05-17,-0.0590625,0.1875,0.0,0.0,1
1990-05-18,-0.0596875,-0.84375,0.0,0.0,1
1990-05-19,-0.0635483870967742,-0.25806451612903913,0.0,0.0,1
1990-05-20,-0.09659405637254902,-1.5367953431372534,0.06640871242353123,1.5721898706686641,4
1990-05-21,-0.12375490196078431,-3.186452762923352,0.06376779591191217,2.579788994185096,4
1990-05-22,-0.013682539682539687,-1.8333333333333333,0.019265499890130783,1.1635039736067248,3
1990-05-23,-0.17465437788018434,1.3870967741935516,0.011600461479373771,1.9616510703884913,2
1990-05-24,-0.3583870967741935,0.5161290322580641,0.0,0.0,1
1990-05-25,-0.16464120370370372,-0.8398148148148152,0.13256990067680452,1.3973805226576212,3
1990-05-26,-0.07845959595959595,-2.996969696969695,0.07567739443699535,2.0350532399973043,3
1990-05-27,-0.1196505376344086,0.9758064516129039,0.07257348630565157,0.7413216254375085,2
1990-05-28,-0.135,-1.6785714285714306,0.0,0.0,1
1990-05-29,-0.0394392446633826,-2.4591133004926107,0.21436692601345061,0.7386495413550769,4
1990-05-30,0.2444792623038326,-1.402530159069073,0.4634877160947175,1.1233785087622656,4
1990-05-31,-0.12080799373040753,0.06832876175548463,0.09763578881047583,1.4685054820573402,4
1990-06-01,-0.096981351981352,2.2261072261072243,0.02183954510657751,1.9515487853726694,2
1990-06-02,-0.043225806451612905,0.8387096774193594,0.0,0.0,1
1990-06-03,0.001024305555555557,0.0989583333333357,0.014019374029774954,0.6113527379008659,2
1990-06-04,-0.08156250000000001,1.90625,0.0,0.0,1
1990-06-05,-0.2873076923076923,1.0278514588859409,0.23660880755088323,2.1063154251259824,2
1990-06-06,-0.14793103448275863,1.0593869731800822,0.20920607526139925,1.1839297447452912,2
1990-06-07,-0.193,1.6666666666666714,0.0,0.0,1
1990-06-08,-0.020689655172413793,0.24137931034482563,0.0,0.0,1
1990-06-09,-0.10161290322580646,0.4193548387096797,0.0,0.0,1
1990-06-10,-0.4328571428571429,2.857142857142861,0.0,0.0,1
1990-06-11,-0.37392857142857144,2.4285714285714306,0.0,0.0,1
1990-06-12,0.2132854406130268,-1.1992337164750968,0.4120580846418207,0.40627482427008943,3
1990-06-13,-0.26253537068477645,0.04588815789473699,0.30945793670132116,1.2692732058494187,4
1990-06-14,0.17285714285714288,-2.035714285714292,0.0,0.0,1
1990-06-15,-0.003921708463949858,0.32136102403343897,0.38690088441687054,1.1247432023962143,5
1990-06-16,-0.12620689655172415,0.20689655172414234,0.0,0.0,1
1990-06-17,-0.08777777777777779,2.962962962962962,0.0,0.0,1
1990-06-18,-0.3916129032258065,1.9032258064516157,0.0,0.0,1
1990-06-19,-0.017666666666666667,0.5666666666666629,0.0,0.0,1
1990-06-20,-0.12107142857142857,0.3214285714285694,0.0,0.0,1
1990-06-21,-0.14433333333333334,-0.7333333333333343,0.0,0.0,1
1990-06-22,-0.09870967741935482,0.32258064516129537,0.0,0.0,1
1990-06-23,-0.09172413793103448,2.379310344827587,0.0,0.0,1
1990-06-24,-0.0978125,-2.1875,0.0,0.0,1
1990-06-25,0.5103125,-0.40625,0.0,0.0,1
1990-06-26,0.4576724137931035,0.3553639846743337,0.7457538242272607,2.4044339781726434,2
1990-06-27,0.0559375,-4.0,0.0,0.0,1
1990-06-28,0.113125,-2.78125,0.0,0.0,1
1990-06-29,-0.06461520737327188,-0.13488124778447386,0.2224340478108458,1.295716307234807,4
1990-06-30,-0.06393939393939393,-1.1212121212121247,0.0,0.0,1
1990-07-01,-0.01575757575757576,-1.9090909090909065,0.0,0.0,1
1990-07-02,-0.09281249999999999,-0.59375,0.0,0.0,1
1990-07-03,-0.07558823529411765,-1.705882352941174,0.0,0.0,1
1990-07-04,-0.11485294117647059,-1.775735294117645,0.10627398976068404,1.554595055696898,2
1990-07-05,-0.08558823529411763,-0.3823529411764639,0.0,0.0,1
1990-07-06,-0.04470588235294118,-0.29411764705882604,0.0,0.0,1
1990-07-07,-0.01880681818181818,-1.9482954545454532,0.17930836529041203,1.3943487438304258,5
1990-07-08,0.10354838709677419,-2.3548387096774235,0.0,0.0,1
1990-07-09,0.8328472222222221,-3.49722222222222,0.9738049195870992,1.5705699012825967,3
1990-07-10,-0.05030303030303031,-1.4848484848484844,0.0,0.0,1
1990-07-11,-0.06606060606060607,-0.6666666666666714,0.0,0.0,1
1990-07-12,-0.029093137254901962,-1.2328431372548962,0.032894330164021254,1.202774769959472,2
1990-07-13,-0.051465053763440856,-3.7137096774193523,0.06274622270690304,1.4655358287495415,2
1990-07-14,-0.02755681818181818,-3.292929292929292,0.0675652758678537,0.6991621204312041,3
1990-07-15,-0.05840580729899615,-1.8219227882540565,0.11514542661169588,1.2462846184626541,4
1990-07-16,-0.1811111111111111,-0.6083333333333295,0.11702476787542156,1.924859302217525,6
1990-07-17,-0.40456876456876456,-2.198135198135205,0.4645806931124482,1.3515793952749857,2
1990-07-18,0.009705882352941175,-2.17647058823529,0.0,0.0,1
1990-07-19,-0.04886395956984192,-1.63819345920186,0.05277102245450457,0.5085597066620983,7
1990-07-20,-0.14701254480286738,-2.117562724014339,0.11889636057566162,0.6368835751738336,3
1990-07-21,-0.027586206896551727,-0.6206896551724128,0.0,0.0,1
1990-07-22,-0.01375,-0.90625,0.0,0.0,1
1990-07-23,-0.0019354838709677422,-3.6129032258064484,0.0,0.0,1
1990-07-27,-0.008275401069518712,-1.8889260249554383,0.12420586578548816,1.1161206169736861,4
1990-07-28,-0.008666666666666666,-3.5999999999999943,0.0,0.0,1
1990-07-29,-0.0003333333333333333,-1.5333333333333314,0.0,0.0,1
1990-07-31,-0.080020264681555,-1.5381306865177844,0.09170727646721381,2.082723346387914,3
1990-08-01,-0.057548076923076924,-2.622510302197803,0.05766139663358579,1.7161600201967155,4
1990-08-02,-0.39428571428571435,-2.8694295900178255,0.6544775139961118,1.1324439581491985,3
1990-08-03,-0.04929032258064516,-2.792473118279574,0.04707962568932368,1.8962627013755409,2
1990-08-04,-0.0854512339418526,-1.7421514179279125,0.2563837608556286,1.576286358660817,8
1990-08-05,-0.004642857142857143,-2.357142857142861,0.0,0.0,1
1990-08-06,-0.0351531425070028,-1.7801207983193272,0.0390616913369913,0.8779564075146935,8
1990-08-07,-0.009333333333333334,-1.36666666666666,0.0,0.0,1
1990-08-08,0.001171717171717171,-1.3381699346405243,0.024319096975553112,1.2615079732649865,5
1990-08-09,-0.06699910873440286,-1.770299635005517,0.07000827145239656,0.7131911161985558,6
1990-08-10,-0.0033333333333333335,-1.5,0.0,0.0,1
1990-08-11,-0.012580645161290321,-3.4193548387096797,0.0,0.0,1
1990-08-12,-0.009655172413793104,0.44827586206896797,0.0,0.0,1
1990-08-13,-0.010689655172413793,-1.5172413793103487,0.0,0.0,1
1990-08-14,-0.21213823891625616,-1.494996921182267,0.2576439992510798,0.42605100418376546,4
1990-08-15,-0.009310344827586208,-1.448275862068968,0.0,0.0,1
1990-08-16,-0.0026666666666666666,-3.13333333333334,0.0,0.0,1
1990-08-17,-0.053994949494949505,0.102272727272729,0.05879342431930182,1.8208432226093272,3
1990-08-18,-0.052303921568627454,-3.098622782446308,0.05620418112342718,0.748754011689737,6
1990-08-19,-0.013333333333333332,-0.29999999999999716,0.0,0.0,1
1990-08-20,-0.054838709677419356,-0.1935483870967687,0.0,0.0,1
1990-08-21,-0.0037286527514231497,-0.0009487666034146969,0.00111365963640386,0.9137376052903893,2
1990-08-22,-0.035241935483870966,-3.056451612903224,0.042084258428683234,2.041485706974067,2
1990-08-23,-0.03426136363636364,-1.4517045454545467,0.002812356516082863,1.6110785184988972,2
1990-08-24,-0.061981413445229235,1.624674850003797,0.06964127144947123,0.8833457023895994,6
1990-08-25,-0.280244352711845,-0.4366414402018132,0.4682378100949051,0.5331558338840385,6
1990-08-26,-0.05404719235364397,-1.1893667861409796,0.05909593270268174,0.37154446423124426,3
1990-08-27,-0.1382758620689655,-0.6206896551724128,0.0,0.0,1
1990-08-28,-0.0038709677419354843,-2.0645161290322562,0.0,0.0,1
1990-08-29,-0.025720647773279353,-2.3173639226270857,0.033019429068287545,1.8778128688978537,3
1990-08-30,-0.02981004901960783,-2.0,0.014565324757839273,2.6457513110645907,3
1990-08-31,-0.0078125,2.0625,0.0,0.0,1
1990-09-01,-0.017187499999999998,2.09375,0.0,0.0,1
1990-09-02,-0.03689655172413793,-1.0,0.0,0.0,1
1990-09-03,0.013292207792207786,-2.9291847041847063,0.17357495655623628,0.7791483886260787,4
1990-09-04,-0.03284722222222222,0.21006944444444287,0.023472016764386778,0.2528888835493533,2
1990-09-05,-0.20250514953456134,-2.1723955238661126,0.3096933719580936,1.078311461673844,6
1990-09-06,-0.03866666666666666,-0.06666666666666288,0.0,0.0,1
1990-09-07,-0.035625,-0.21875,0.0,0.0,1
1990-09-08,-0.025483870967741937,-0.5161290322580641,0.0,0.0,1
1990-09-09,0.15249323062558356,1.2738795518207269,0.42636951331341605,1.923649096589426,6
1990-09-10,-0.02129032258064516,-0.5806451612903203,0.0,0.0,1
1990-09-11,-0.0013333333333333333,-1.6666666666666714,0.0,0.0,1
1990-09-12,-0.15192377495462794,-0.775862068965516,0.15730880079464063,1.7311924642843077,2
1990-09-13,-0.057241379310344835,-0.44827586206896797,0.0,0.0,1
1990-09-22,-0.41777777777777775,0.6666666666666714,0.0,0.0,1
1990-09-23,-0.03592114695340502,-0.8467485919098815,0.06331366996112692,1.462205973143883,3
1990-09-24,-0.054285714285714284,1.2857142857142918,0.0,0.0,1
1990-09-25,-0.09902936219859995,-1.2484767954368685,0.17871290709783408,1.534147579811023,4
1990-09-26,0.015786324786324763,-2.4880341880341867,0.14879544915500448,0.6486030775631663,3
1990-09-27,-0.016428571428571428,-1.7142857142857082,0.0,0.0,1
1990-09-28,-0.24597516025641025,-1.2703525641025628,0.31474064580297395,0.6225100246775315,4
1990-09-29,-0.11717931936198189,-0.5686326630599083,0.053108475424225345,0.9336110781449053,6
1990-09-30,0.11728647186147186,-3.0292857142857144,0.1925931890111189,1.8786400041801856,5
1990-10-01,-0.018571428571428572,1.2857142857142918,0.0,0.0,1
1990-10-02,-0.07517241379310344,-2.103448275862064,0.0,0.0,1
1990-10-03,-0.008571428571428572,-2.0714285714285694,0.0,0.0,1
1990-10-04,-0.03653846153846154,-2.384615384615387,0.0,0.0,1
1990-10-05,-0.10972082166199813,-1.7737628384687174,0.0860978447096676,0.9820764377181088,3
1990-10-06,-0.09433333333333334,-3.5,0.0,0.0,1
1990-10-07,0.3689655172413793,-1.7241379310344769,0.0,0.0,1
1990-10-08,0.11571428571428573,-1.1071428571428612,0.0,0.0,1
1990-10-09,-0.07185185185185185,1.4444444444444429,0.0,0.0,1
1990-10-10,-0.14821428571428572,0.7142857142857082,0.0,0.0,1
1990-10-11,-0.08705494505494504,0.3340659340659357,0.23448355134596557,1.70276195867619,5
1990-10-12,0.19946428571428568,-2.267857142857146,0.4098693949520595,3.055711447270436,2
1990-10-13,-0.08782316033138403,-0.7470760233918163,0.1294370319051457,1.4759576279050852,4
1990-10-14,-0.01617857142857143,-3.6857142857142833,0.015303811049965994,1.929391360094722,2
1990-10-15,0.27060853668390433,-2.8277007918552037,0.5280379998343783,2.129153281107766,4
1990-10-16,0.08666187550194902,-0.6843168167616689,0.3038611202469336,1.1730759764205116,8
1990-10-17,0.08754273504273505,-3.1856125356125347,0.4753692368208685,0.7251844906746494,5
1990-10-18,-0.11115384615384614,-3.6923076923076934,0.0,0.0,1
1990-10-19,-0.16002564102564104,-0.7217948717948701,0.0489898082760526,1.6190932194861134,2
1990-10-20,-0.03807692307692308,1.4230769230769198,0.0,0.0,1
1990-10-21,-0.15607142857142858,0.6428571428571388,0.0,0.0,1
1990-10-22,-0.09247619047619046,-1.6785714285714277,0.07846703020971274,1.2309201432639634,5
1990-10-23,-0.013846153846153845,1.6153846153846132,0.0,0.0,1
1990-10-24,-0.2953846153846154,2.2307692307692264,0.0,0.0,1
1990-10-25,-0.022,1.6199999999999974,0.10182337649086284,0.2545584412271567,2
1990-10-26,-0.1144047619047619,-1.4087301587301557,0.0825659394286863,2.658318494545553,3
1990-10-27,-0.051875000000000004,-0.6666666666666714,0.019740064308124448,1.0606601717798212,2
1990-10-28,-0.016,0.28000000000000114,0.0,0.0,1
1990-10-29,-0.015000000000000001,1.7142857142857082,0.0,0.0,1
1990-10-30,-0.019615384615384614,1.3461538461538396,0.0,0.0,1
1990-10-31,-0.027142857142857142,1.2142857142857082,0.0,0.0,1
1990-11-01,-0.01888888888888889,1.6666666666666714,0.0,0.0,1
1990-11-02,0.0730563186813187,1.5185439560439562,0.43406957234936017,3.172325105580145,4
1990-11-03,-0.02768188644688645,-1.8592893772893775,0.018826097870160253,1.3102949494650138,5
1990-11-04,-0.0900297619047619,-0.1607142857142847,0.03943803892689256,0.12626906806902777,2
1990-11-05,-0.06476602564102564,1.5248397435897445,0.04524115524419591,1.3215933090650869,8
1990-11-06,-0.05523809523809523,-1.7785714285714296,0.04532733053494366,2.2001327005948417,3
1990-11-07,-0.04319884877027735,1.2257932543646828,0.03293034213251865,1.9830334090880817,7
1990-11-08,-0.03118382352941177,-1.9988498063802318,0.05811514827028758,2.378165141094663,4
1990-11-09,-0.03464285714285715,-0.5714285714285694,0.0,0.0,1
1990-11-10,0.16971318099889526,-0.4135124135124154,0.6168916823884733,1.9124808064445347,7
1990-11-11,-0.18666666666666668,-1.7407407407407476,0.0,0.0,1
1990-11-12,0.005333333333333334,0.09999999999999432,0.0,0.0,1
1990-11-13,-0.037146505376344084,-0.8723118279569869,0.03849947470766602,1.0722496255312788,3
1990-11-14,-0.009333333333333334,0.36666666666666003,0.0,0.0,1
1990-11-15,0.2886057692307692,-0.3814926739926733,0.4105901759430565,0.86282087267692,5
1990-11-16,0.17243166300611154,-2.9012843773873165,0.2139849216418666,1.8602693827986243,8
1990-11-17,0.12187500000000001,-3.305316091954021,0.21109369217245694,2.9584530917853185,3
1990-11-18,-0.04833333333333333,0.5,0.0,0.0,1
1990-11-19,-0.05655172413793104,0.20689655172414234,0.0,0.0,1
1990-11-20,-0.03895245098039216,0.13779411764705857,0.05393870459666172,2.1993461742733116,5
1990-11-21,-0.02920923632610939,-1.3696281144036557,0.05555829352446473,0.9900824664861392,6
1990-11-22,-0.010578093306288033,-0.8859026369168355,0.011898178538775226,1.093040161744617,4
1990-11-23,-0.029032258064516127,-0.7741935483871032,0.0,0.0,1
1990-11-24,-0.05714285714285714,-0.8214285714285694,0.0,0.0,1
1990-11-25,0.0,0.28125,0.0,0.0,1
1990-11-26,0.0,1.0322580645161281,0.0,0.0,1
1990-11-27,-0.10484132730015086,-2.384374057315233,0.16476674544401892,1.9835314886119606,5
1990-11-28,0.18557603686635943,-2.05141129032258,0.4854848039852676,1.057600771412674,4
1990-11-29,0.09642309797482211,-1.7152435686918466,0.2086126864872779,2.0358121852250437,3
1990-11-30,-0.026968253968253968,-1.0337777777777775,0.028503128240176354,1.4704122206937178,5
1990-12-01,0.0,0.9583333333333286,0.0,0.0,1
1990-12-02,-0.016895502645502644,-0.7760942760942768,0.022776273616983603,1.3229881287001128,6
1990-12-03,0.07200000000000001,-1.5518518518518576,0.10182337649086286,2.613676176385831,2
1990-12-04,-0.004285714285714286,0.4285714285714306,0.0,0.0,1
1990-12-05,0.0,-0.07407407407407618,0.0,0.0,1
1990-12-06,0.05756410256410257,0.9076923076923057,0.09970395033313154,1.9000467138449237,3
1990-12-07,-0.04467901234567901,-2.979254079254081,0.08649282237216072,1.2009823408950693,6
1990-12-08,0.01822115384615386,-2.48076923076923,0.20316034162952043,1.3439950129312725,4
1990-12-09,-0.048,0.35999999999999943,0.0,0.0,1
1990-12-10,-0.01949230769230769,-2.3439423076923056,0.028687623182583076,1.566245853142224,4
1990-12-11,-0.017586206896551725,-1.7931034482758577,0.0,0.0,1
1990-12-12,-0.03837719298245614,-1.0728905597326606,0.03409553887250447,0.6466797818025282,3
1990-12-13,-0.04666666666666667,-4.555555555555557,0.0,0.0,1
1990-12-14,0.0,-1.6785714285714306,0.0,0.0,1
1990-12-15,-0.021568627450980395,-3.231688077529862,0.03735795859462285,1.2778805093382264,3
1990-12-16,0.0,-0.461538461538467,0.0,0.0,1
1990-12-17,0.8003571428571428,-2.6785714285714306,0.0,0.0,1
1990-12-18,-0.04206666666666666,0.043703703703704376,0.07806279523563066,1.2531945462076983,5
1990-12-19,0.0,-0.8571428571428612,0.0,0.0,1
1990-12-20,0.0,1.6785714285714306,0.0,0.0,1
1990-12-21,-0.125625,-2.0075431034482776,0.17766057877312005,1.159716078627077,2
1990-12-22,0.0,2.555555555555557,0.0,0.0,1
1990-12-23,0.0322962962962963,-2.25,0.056149516254220676,1.0606601717798212,2
1990-12-25,0.0,0.7857142857142918,0.0,0.0,1
1990-12-26,-0.061785714285714284,-1.8571428571428612,0.0,0.0,1
1990-12-27,0.0,-2.9873015873015873,0.0,2.6481880550302215,5
1990-12-28,0.0,-0.07407407407407618,0.0,0.0,1
1990-12-29,0.0,0.3846153846153868,0.0,0.0,1
1990-12-30,-0.013448275862068966,-1.5172413793103487,0.0,0.0,1
1990-12-31,0.0,-1.6481481481481477,0.0,3.188682403948542,3
1991-01-01,-0.0035555555555555553,-3.7888888888888914,0.0061584028713560085,3.7318945640300516,3
1991-01-02,0.0,-1.3548387096774235,0.0,0.0,1
1991-01-03,0.0,-0.53125,0.0,0.0,1
1991-01-04,0.0,-0.19046231546231715,0.0,0.616520946200693,3
1991-01-05,0.0,-1.0625,0.0,0.0,1
1991-01-06,0.0,0.2666666666666657,0.0,0.0,1
1991-01-07,-0.035333333333333335,0.20000000000000284,0.0,0.0,1
1991-01-08,-0.0005555555555555556,-2.950000000000003,0.0007856742013183861,2.427733282073816,2
1991-01-09,-0.016206896551724137,1.6896551724137936,0.0,0.0,1
1991-01-10,0.0,5.333333333333329,0.0,0.0,1
