date,PRCP_anom_mean,TAVG_anom_mean,PRCP_anom_std,TAVG_anom_std,N_stations,log_price,log_price_lagt,log_return,log_return_forecast_target
1998-11-04,-0.11933333333333332,0.6666666666666657,0.25219481006202765,0.9428090415820625,5,7.390551730026625,7.387802056555544,0.0027496734710812376,0.00010489391840806661
1998-11-05,0.0,0.0,0.0,0.94280904158207,2,7.390656623945033,7.390551730026625,0.00010489391840806661,-0.018840338172839033
1998-11-06,-0.02,1.125,0.0,0.0,1,7.371816285772194,7.390656623945033,-0.018840338172839033,-0.011871358509023544
1998-11-09,0.029062499999999998,0.9375,0.08592253657607338,0.875,4,7.359944927263171,7.371816285772194,-0.011871358509023544,0.011481472891492928
1998-11-10,-0.047142857142857146,0.6880952380952355,0.12123727228239752,1.6102310130363031,7,7.371426400154664,7.359944927263171,0.011481472891492928,-0.007468539783414663
1998-11-11,0.0,1.5,0.0,0.5,3,7.363957860371249,7.371426400154664,-0.007468539783414663,-0.004178367500993652
1998-11-12,-0.01005952380952381,1.553571428571427,0.012662212786597028,1.6437626903884053,4,7.359779492870255,7.363957860371249,-0.004178367500993652,0.008799912340323957
1998-11-13,-0.0033333333333333335,0.7291666666666679,0.006666666666666667,0.6984606089266775,4,7.368579405210579,7.359779492870255,0.008799912340323957,0.024142004406807693
1998-11-16,-0.03357142857142857,-2.357142857142854,0.047477169593953907,3.737564414843184,2,7.392721409617387,7.368579405210579,0.024142004406807693,0.00012929243195536344
1998-11-17,-0.03,2.678571428571427,0.06,1.4504280390969582,4,7.392850702049342,7.392721409617387,0.00012929243195536344,0.0016977201732899516
1998-11-18,-0.004,2.4333333333333322,0.0052915026221291815,0.4041451884327368,3,7.394548422222632,7.392850702049342,0.0016977201732899516,-0.012760142825128717
1998-11-19,-0.13285714285714287,2.857142857142861,0.0,0.0,1,7.381788279397504,7.394548422222632,-0.012760142825128717,-0.014913387771709807
1998-11-20,0.11812500000000001,0.25,0.23625000000000002,1.1201025085364396,4,7.366874891625794,7.381788279397504,-0.014913387771709807,0.0022531274028034787
1998-11-23,0.0,0.8541666666666679,0.0,2.4498440993481823,4,7.369128019028597,7.366874891625794,0.0022531274028034787,-0.00401751568435138
1998-11-24,0.9550000000000001,1.1666666666666679,1.8570496313597367,0.3333333333333357,4,7.365110503344246,7.369128019028597,-0.00401751568435138,0.005850350382627489
1998-11-25,0.0,3.0416666666666665,0.0,1.4379528272281163,3,7.370960853726873,7.365110503344246,0.005850350382627489,-0.007472030570283117
1998-11-26,0.00125,0.1875,0.0025,0.23935677693908455,4,7.36348882315659,7.370960853726873,-0.007472030570283117,-0.0031558687520965023
1998-11-27,-0.013928571428571427,2.818452380952383,0.027857142857142855,2.3138842611828427,4,7.360332954404494,7.36348882315659,-0.0031558687520965023,-0.014174368402703585
1998-11-30,0.0,-0.12222222222222474,0.0,1.4299702146600188,3,7.34615858600179,7.360332954404494,-0.014174368402703585,0.006141478655716348
1998-12-01,0.0,-0.20000000000000284,0.0,0.0,1,7.3523000646575065,7.34615858600179,0.006141478655716348,0.009189716104172518
1998-12-02,-0.05333333333333334,2.75,0.08808140174482541,0.4330127018922193,3,7.361489780761679,7.3523000646575065,0.009189716104172518,0.005789406510809059
1998-12-03,0.0,2.5,0.0,0.5,5,7.367279187272488,7.361489780761679,0.005789406510809059,-0.01195762416355084
1998-12-04,-0.006666666666666667,0.0,0.011547005383792516,0.0,3,7.355321563108937,7.367279187272488,-0.01195762416355084,-0.005730674708985362
1998-12-07,0.0,3.200000000000003,0.0,0.0,1,7.349590888399952,7.355321563108937,-0.005730674708985362,-0.019211889218889056
1998-12-08,-0.05866666666666667,3.066666666666663,0.0490260701622673,1.7913371790059192,2,7.330378999181063,7.349590888399952,-0.019211889218889056,0.002186394173015138
1998-12-09,-0.118,-0.7333333333333343,0.1668772003600252,0.09428090415820098,2,7.332565393354078,7.330378999181063,0.002186394173015138,-0.004482666693152559
1998-12-10,0.0,1.3333333333333333,0.0,1.8929694486000912,3,7.328082726660925,7.332565393354078,-0.004482666693152559,-0.00526850789930311
1998-12-11,0.0,0.38888888888889045,0.0,0.6735753140545662,3,7.322814218761622,7.328082726660925,-0.00526850789930311,-0.0025189179993585498
1998-12-14,0.0,0.1428571428571459,0.0,0.20203050891044647,2,7.320295300762264,7.322814218761622,-0.0025189179993585498,0.010424409459822925
1998-12-15,0.0,-0.11904761904761685,0.0,0.7514158970504522,4,7.330719710222087,7.320295300762264,0.010424409459822925,0.0019176088784966794
1998-12-16,0.0,-0.6666666666666666,0.0,1.1547005383792517,3,7.332637319100583,7.330719710222087,0.0019176088784966794,-0.007798027004845665
1998-12-17,-0.051875,0.625,0.0733623285481043,0.8838834764831844,2,7.324839292095738,7.332637319100583,-0.007798027004845665,-0.012219085077468606
1998-12-18,0.0,-0.1666666666666643,0.0,2.5927248643506777,2,7.312620207018269,7.324839292095738,-0.012219085077468606,-0.016112027494279424
1998-12-21,0.0,-2.142857142857139,0.0,0.0,1,7.29650817952399,7.312620207018269,-0.016112027494279424,0.008606108405297519
1998-12-22,0.0,-2.2857142857142847,0.0,0.4040610178208829,2,7.305114287929287,7.29650817952399,0.008606108405297519,-0.0023685691330070924
1998-12-23,-0.014285714285714287,0.8214285714285694,0.020203050891044218,0.454568645048492,2,7.30274571879628,7.305114287929287,-0.0023685691330070924,-0.006841053915666251
1998-12-24,0.0,0.5999999999999943,0.0,0.0,1,7.295904664880614,7.30274571879628,-0.006841053915666251,0.0050339423067784494
1998-12-28,0.0,3.4285714285714306,0.0,0.0,1,7.300938607187392,7.295904664880614,0.0050339423067784494,-0.012104253952429644
1998-12-30,-0.055714285714285716,0.5714285714285694,0.0,0.0,1,7.2895832173241475,7.301687471276577,-0.012104253952429644,-0.0014550226456027104
1998-12-31,0.0,0.44761904761904814,0.0,0.7249990225968878,5,7.288128194678545,7.2895832173241475,-0.0014550226456027104,-0.004439610194281407
1999-01-04,0.0,-0.07407407407407618,0.0,0.1283000598199205,3,7.283688584484263,7.288128194678545,-0.004439610194281407,0.0033794584591051446
1999-01-05,0.0,0.9500000000000028,0.0,1.4849242404917458,2,7.2870680429433685,7.283688584484263,0.0033794584591051446,0.0061877037273356805
1999-01-06,0.0,-1.5714285714285694,0.0,2.222335598014861,2,7.293255746670704,7.2870680429433685,0.0061877037273356805,0.0014611688550374424
1999-01-07,0.0,1.6785714285714282,0.0,2.525280344105686,6,7.294716915525742,7.293255746670704,0.0014611688550374424,-0.0032923408058973536
1999-01-08,0.0,0.6428571428571459,0.0,0.909137290096994,2,7.291424574719844,7.294716915525742,-0.0032923408058973536,0.022815292523922892
1999-01-11,0.0,-0.4285714285714306,0.0,0.0,1,7.314239867243767,7.291424574719844,0.022815292523922892,-0.013402500932127026
1999-01-12,0.0,0.9285714285714306,0.0,1.3131983079178768,2,7.30083736631164,7.314239867243767,-0.013402500932127026,-0.003326395148748773
1999-01-13,0.0,0.0,0.0,0.0,1,7.297510971162891,7.30083736631164,-0.003326395148748773,0.004183244088786786
1999-01-14,0.0,1.3392857142857153,0.0,2.145534042267941,4,7.301694215251678,7.297510971162891,0.004183244088786786,-0.007636260426132857
1999-01-15,0.0,-0.8333333333333286,0.0,0.0,1,7.294057954825545,7.301694215251678,-0.007636260426132857,0.0013200592142235124
1999-01-20,0.0,0.44444444444444287,0.0,0.6285393610547066,2,7.277841883188485,7.276521823974261,0.0013200592142235124,0.00934933184698128
1999-01-21,-0.25125,-1.625,0.0,0.0,1,7.287191215035466,7.277841883188485,0.00934933184698128,-0.02171254193062566
1999-01-22,-0.024375,0.25,0.034471455582844195,1.0606601717798212,2,7.26547867310484,7.287191215035466,-0.02171254193062566,-0.004148249601827914
1999-01-25,0.0,1.5,0.0,0.0,1,7.261330423503012,7.26547867310484,-0.004148249601827914,0.004791367908826061
1999-01-26,0.0,-0.375,0.0,0.8838834764831844,2,7.266121791411838,7.261330423503012,0.004791367908826061,-0.009210766942799431
1999-01-27,-0.07666666666666666,-1.2916666666666667,0.1327905619136139,2.3859397170367345,3,7.256911024469039,7.266121791411838,-0.009210766942799431,0.003232021628178039
1999-01-28,0.0,1.7142857142857082,0.0,0.0,1,7.260143046097217,7.256911024469039,0.003232021628178039,0.010162881015353342
1999-01-29,-0.06375,-1.625,0.0,0.0,1,7.27030592711257,7.260143046097217,0.010162881015353342,-0.011239061312580567
1999-02-01,0.0,0.5972222222222238,0.0,2.7170798935894696,3,7.25906686579999,7.27030592711257,-0.011239061312580567,-0.0016622648659376793
1999-02-02,0.0,-2.25,0.0,0.0,1,7.257404600934052,7.25906686579999,-0.0016622648659376793,0.004410204762994141
1999-02-03,0.0,0.7095238095238073,0.0,0.6309299187376346,5,7.261814805697046,7.257404600934052,0.004410204762994141,-0.002100686129885787
1999-02-04,0.0,-3.0,0.0,0.0,1,7.25971411956716,7.261814805697046,-0.002100686129885787,-0.007150021461360012
1999-02-05,-0.008888888888888889,-0.3333333333333286,0.0,0.0,1,7.2525640981058,7.25971411956716,-0.007150021461360012,-0.012021936513484377
1999-02-08,0.0,0.0972222222222238,0.0,3.5218399284296695,3,7.240542161592316,7.2525640981058,-0.012021936513484377,-0.0019878510849933306
1999-02-09,0.0,-1.7380952380952361,0.0,1.5325271468337254,3,7.238554310507323,7.240542161592316,-0.0019878510849933306,0.0025468947049542834
1999-02-10,0.0,-0.0625,0.0,0.08838834764831845,2,7.241101205212277,7.238554310507323,0.0025468947049542834,0.0003510343010884043
1999-02-11,-0.049999999999999996,-0.1428571428571388,0.0,0.0,1,7.241452239513365,7.241101205212277,0.0003510343010884043,-0.018214913221767937
1999-02-12,0.0,-0.8571428571428612,0.0,0.0,1,7.223237326291597,7.241452239513365,-0.018214913221767937,0.0131380129350962
1999-02-15,0.0,1.7777777777777715,0.0,0.0,1,7.236375339226694,7.223237326291597,0.0131380129350962,0.014600781797927453
1999-02-16,-0.006666666666666666,-2.1666666666666643,0.009428090415820633,2.5927248643506777,2,7.250976121024621,7.236375339226694,0.014600781797927453,0.004692833827647291
1999-02-17,0.0,-0.3333333333333286,0.0,0.0,2,7.255668954852268,7.250976121024621,0.004692833827647291,0.002228979049250235
1999-02-18,-0.03518518518518519,-0.6944444444444452,0.08564257239107964,2.5914746266827953,6,7.257897933901519,7.255668954852268,0.002228979049250235,0.015104442899990467
1999-02-19,0.0,1.1111111111111143,0.0,0.0,1,7.273002376801509,7.257897933901519,0.015104442899990467,-0.012950725851274214
1999-02-22,0.0,-2.142857142857146,0.0,1.2121830534626485,2,7.260051650950235,7.273002376801509,-0.012950725851274214,-0.0036344466842441747
1999-02-23,0.0,-1.1428571428571388,0.0,0.0,1,7.256417204265991,7.260051650950235,-0.0036344466842441747,-0.0028760526772906303
1999-02-24,-0.001,2.5583333333333313,0.00223606797749979,3.1971667144520315,5,7.2535411515887,7.256417204265991,-0.0028760526772906303,-0.00815716210198758
1999-02-25,0.0,0.5,0.0,0.23570226039552256,2,7.2453839894867125,7.2535411515887,-0.00815716210198758,-0.006312601032733234
1999-02-26,0.0,-1.0277777777777761,0.0,0.45896421227384027,3,7.239071388453979,7.2453839894867125,-0.006312601032733234,-0.002703248418097104
1999-03-01,-0.08444444444444445,-1.0833333333333333,0.12121300504728275,3.50297492616395,3,7.236368140035882,7.239071388453979,-0.002703248418097104,-0.03247166806032986
1999-03-02,-0.1725,-0.5,0.0,0.0,1,7.203896471975552,7.236368140035882,-0.03247166806032986,-0.01297178732352755
1999-03-03,0.0,2.1111111111111143,0.0,0.0,1,7.190924684652025,7.203896471975552,-0.01297178732352755,0.009492745578518758
1999-03-04,0.0,0.875,0.0,0.0,1,7.2004174302305435,7.190924684652025,0.009492745578518758,-0.006123231947280594
1999-03-05,0.0,-1.25,0.0,0.0,1,7.194294198283263,7.2004174302305435,-0.006123231947280594,-0.0003304320428991758
1999-03-08,0.0,0.0,0.0,0.0,1,7.193963766240364,7.194294198283263,-0.0003304320428991758,0.012509959751070276
1999-03-09,-0.10888888888888888,0.22222222222222854,0.0,0.0,1,7.206473725991434,7.193963766240364,0.012509959751070276,-0.010289153796495754
1999-03-10,0.0,0.6388888888888857,0.0,1.217795012043503,2,7.196184572194938,7.206473725991434,-0.010289153796495754,-0.02564973037823126
1999-03-11,-0.18583333333333332,1.1041666666666643,0.09781643806413907,3.152517732790021,2,7.170534841816707,7.196184572194938,-0.02564973037823126,0.016335920951084937
1999-03-12,-0.09571428571428572,-3.642857142857146,0.13536044096999625,1.9192898346491962,2,7.186870762767792,7.170534841816707,0.016335920951084937,-0.01389376726405711
1999-03-15,-0.12685185185185185,1.259259259259257,0.11091417732873597,0.6720461967268144,3,7.172976995503735,7.186870762767792,-0.01389376726405711,0.0012954511552480952
1999-03-16,0.0,0.0,0.0,0.0,1,7.174272446658983,7.172976995503735,0.0012954511552480952,0.014344196540033494
1999-03-17,0.0,-0.09999999999999432,0.0,0.0,1,7.188616643199016,7.174272446658983,0.014344196540033494,-0.006416518547118777
1999-03-18,-0.008,3.5999999999999943,0.0,0.0,1,7.182200124651898,7.188616643199016,-0.006416518547118777,-0.005762123227762039
1999-03-19,-0.11333333333333334,-1.3333333333333286,0.0,0.0,1,7.176438001424136,7.182200124651898,-0.005762123227762039,-0.029980832211935926
1999-03-22,-0.07,1.2222222222222285,0.0,0.0,1,7.1464571692122,7.176438001424136,-0.029980832211935926,0.02051126084419863
1999-03-23,-0.013333333333333332,1.7777777777777715,0.0,0.0,1,7.166968430056398,7.1464571692122,0.02051126084419863,-0.004005201284011939
1999-03-24,-0.0025,1.625,0.0035355339059327377,1.9445436482630056,2,7.162963228772386,7.166968430056398,-0.004005201284011939,-0.010490791271321243
1999-03-25,0.0,-2.1875,0.0,3.97747564417433,2,7.152472437501065,7.162963228772386,-0.010490791271321243,0.00038356014732343624
1999-03-26,-0.12111111111111113,2.12222222222222,0.26957213469212493,2.765640148699531,5,7.1528559976483885,7.152472437501065,0.00038356014732343624,0.0052999589382976
1999-03-29,-0.0025,-0.125,0.0,0.0,1,7.158155956586686,7.1528559976483885,0.0052999589382976,-0.0009657923362711429
1999-03-30,0.0,-2.0,0.0,0.0,1,7.157190164250415,7.158155956586686,-0.0009657923362711429,-0.0021289148600462937
1999-04-05,0.0,2.0,0.0,0.0,1,7.14061943179345,7.142748346653496,-0.0021289148600462937,-0.005577197264234002
1999-04-06,-0.08180555555555556,3.2361111111111094,0.09544516798975522,1.825900336008794,3,7.135042234529216,7.14061943179345,-0.005577197264234002,-0.012232029136488798
