T,basis,rho,phi,batches,iterations_per_batch,K,valid_replications,size_5,size_5_error_abs,mean,mean_error_abs,var,var_error_abs,q95,q95_error_abs,ks_stat,ks_p,smoothness,dimension,lower_bound,selected_K,upper_bound,bound_region
2000,legendre,0.99,0.5,1,5,6,5,0.2,0.15000000000000002,1.119744693366377,0.11974469336637705,2.9793498055992056,0.9793498055992056,3.488677335792074,0.35278148490204986,0.24039121500002528,0.873067771034395,3.0,1.0,3.54953665975557,13,44.721359549995796,inside_window
2000,legendre,0.99,0.5,1,5,13,5,0.2,0.15000000000000002,1.667072900257581,0.667072900257581,2.3252921078477806,0.3252921078477806,3.680294124293487,0.16116469640063702,0.5038741374089177,0.10695254662529256,3.0,1.0,3.54953665975557,13,44.721359549995796,inside_window
2000,legendre,0.99,0.5,1,5,45,5,0.0,0.05,0.5615350183390795,0.4384649816609205,0.25546149390824263,1.7445385060917573,1.1740968544180546,2.6673619662760695,0.26748211254312204,0.7866511524771604,3.0,1.0,3.54953665975557,13,44.721359549995796,above_upper_bound
